mapping_id, reg_id, task_id, score,accuracy 
mid_3703, Eudralex2007_9.31, CheckingTask402, 0.71655, 
mid_3704, Eudralex2007_9.31, CheckingTask403, 0.71655, 
mid_3707, Eudralex2007_9.31, CheckingTask401, 0.71655, 
mid_3275, Eudralex2007_7.12, MarkingTask_202, 0.70603, 
mid_3279, Eudralex2007_7.12, MarkingTask_203, 0.70603, 
mid_3294, Eudralex2007_7.12, MarkingTask_201, 0.70603, 
mid_1587, Eudralex2007_4.12, InvestigatingTask_303, 0.70494, 
mid_1756, Eudralex2007_7.40, PurchasingTask102, 0.70494, 
mid_1780, Eudralex2007_7.40, PurchasingTask104, 0.70494, 
mid_3122, Eudralex2007_7.42, PurchasingTask102, 0.70494, 
mid_3146, Eudralex2007_7.42, PurchasingTask104, 0.70494, 
mid_1002, Eudralex2007_4.60, ComplaintRecordingTask201, 0.70445, 
mid_1003, Eudralex2007_4.60, ComplaintRecordingTask202, 0.70445, 
mid_1576, Eudralex2007_4.12, ComplaintRecordingTask201, 0.70123, 
mid_1577, Eudralex2007_4.12, ComplaintRecordingTask202, 0.70123, 
